DATE,SHARE_CODE,ISSUER_NAME,INVESTOR_NAME,INVESTOR_TYPE,LOCAL_FOREIGN,NATIONALITY,DOMICILE,HOLDINGS_SCRIPLESS,HOLDINGS_SCRIP,TOTAL_HOLDING_SHARES,PERCENTAGE
02-27-26,AADI,ADARO ANDALAN INDONESIA Tbk,ADARO STRATEGIC INVESTMENTS,CP,L,,INDONESIA,3.200.142.830,0,3.200.142.830,41.0000000
02-27-26,AADI,ADARO ANDALAN INDONESIA Tbk,ALAMTRI RESOURCES INDONESIA TBK PT,CP,L,,INDONESIA,01-23-97,0,01-23-97,"15.0,37"
02-27-26,AADI,ADARO ANDALAN INDONESIA Tbk,GARIBALDI THOHIR,ID,L,INDONESIAN,INDONESIA,454.01100000007,0,454.01100000007,"5.0,83"
02-27-26,AADI,ADARO ANDALAN INDONESIA Tbk,SARATOGA INVESTAMA SEDAYA TBK PT,CP,L,,INDONESIA,340.8970.429,0,340.8970.429,"4.0,38"
02-27-26,AADI,ADARO ANDALAN INDONESIA Tbk,EDWIN SOERYADJAYA,ID,L,INDONESIAN,INDONESIA,273.9550.636,0,273.9550.636,"0.0,52"
02-27-26,AADI,ADARO ANDALAN INDONESIA Tbk,IR. T. PERMADI RACHMAT,ID,L,INDONESIAN,INDONESIA,254.9920.918,0,254.9920.918,"0.0,27"
02-27-26,AADI,ADARO ANDALAN INDONESIA Tbk,SANDIAGA SALAHUDDIN UNO,ID,L,INDONESIAN,INDONESIA,159.0270.175,0,159.0270.175,2.000004
02-27-26,AADI,ADARO ANDALAN INDONESIA Tbk,PERSADA CAPITAL INVESTAMA,CP,L,,INDONESIA,119.887000000000,0,119.887000000000,"1.0,54"
02-27-26,AADI,ADARO ANDALAN INDONESIA Tbk,FTAG INVESTMENT BANK LTD,IB,A,,MALAYSIA,100.722000000000,0,100.722000000000,"0.0,29"
02-27-26,AADI,ADARO ANDALAN INDONESIA Tbk,PT TRINUGRAHA THOHIR,CP,L,,INDONESIA,89.926000000000,0,89.926000000000,"1.0,15"
02-27-26,AALI,ASTRA AGRO LESTARI Tbk,PT ASTRA INTERNATIONAL TBK,CP,L,,INDONESIA,0,1.533.682.440,1.533.682.440,"79.0,68"
02-27-26,AALI,ASTRA AGRO LESTARI Tbk,DJS KETENAGAKERJAAN PROGRAM JAMINAN HARI TUA,IS,L,,INDONESIA,41.979000000000,0,41.979000000000,"2.0,18"
02-27-26,ABBA,MAHAKA MEDIA Tbk,PT. Beyond Media,CP,L,,INDONESIA,1.592.831.618,0,1.592.831.618,"40.0,47"
02-27-26,ABBA,MAHAKA MEDIA Tbk,SOLIC KREASI BARU PT,CP,L,,INDONESIA,0.0.122,0,0.0.122,"13.0,77"
02-27-26,ABBA,MAHAKA MEDIA Tbk,MEDIAHUIS IRELAND LIMITED,,,,,0,282.886000000000,282.886000000000,"7.0,19"
02-27-26,ABBA,MAHAKA MEDIA Tbk,DRS. WINARTO,ID,L,INDONESIAN,,178.745000000000,0,178.745000000000,"4.0,54"
02-27-26,ABBA,MAHAKA MEDIA Tbk,YAYASAN ABDI BANGSA,,,,,0,111.3720.886,111.3720.886,"2.0,83"
02-27-26,ABBA,MAHAKA MEDIA Tbk,YAYASAN BINA SEJAHTERA WARGA BULOG,,,,,0,52.9750.286,52.9750.286,"1.0,35"
02-27-26,ABBA,MAHAKA MEDIA Tbk,KAIROS EKSPRES INTERNASIONAL PT,CP,L,,INDONESIA,52.362000000000,0,52.362000000000,"1.0,33"
02-27-26,ABBA,MAHAKA MEDIA Tbk,PT.Grid One Media,CP,L,,INDONESIA,43.7910.628,0,43.7910.628,"1.0,11"
02-27-26,ABBA,MAHAKA MEDIA Tbk,TJEN FOENG FA,ID,L,INDONESIAN,INDONESIA,41.856000000000,0,41.856000000000,1.000006
02-27-26,ABBA,MAHAKA MEDIA Tbk,PEARL HILL INVESTMENTS LTD,IB,A,,"VIRGIN ISLANDS, BRITISH",39.9990.999,0,39.9990.999,"0.0,02"
02-27-26,ABDA,ASURANSI BINA DANA ARTA Tbk,OONA INDONESIA PTE LTD,IS,A,,SINGAPORE,538.55500000004,0,538.55500000004,"86.0,75"
02-27-26,ABDA,ASURANSI BINA DANA ARTA Tbk,MAYBANK SECURITIES PTE. LTD.,SC,A,,SINGAPORE,30.499000000000,0,30.499000000000,"4.0,91"
02-27-26,ABDA,ASURANSI BINA DANA ARTA Tbk,DBS BANK LTD.,IB,A,,SINGAPORE,28.000000000,0,28.000000000,"4.0,51"
02-27-26,ABDA,ASURANSI BINA DANA ARTA Tbk,SKYLIGHT INVESTMENT LTD,CP,A,,CAYMAN ISLANDS,21.7280.234,0,21.7280.234,3.0000000
02-27-26,ABMM,ABM INVESTAMA Tbk,PT TIARA MARGA TRAKINDO,CP,L,,INDONESIA,1.474.573.133,0,1.474.573.133,"53.0,56"
02-27-26,ABMM,ABM INVESTAMA Tbk,VALLE VERDE PTE LTD,CP,A,,SINGAPORE,702.3490.867,0,702.3490.867,"25.0,51"
02-27-26,ABMM,ABM INVESTAMA Tbk,LO KHENG HONG. DRS,ID,L,INDONESIAN,INDONESIA,154.835000000000,0,154.835000000000,"0.0,62"
02-27-26,ABMM,ABM INVESTAMA Tbk,NOBLE INVESTMENT CORPORATION (SPC) LTD.,CP,A,,CAYMAN ISLANDS,96.446000000000,0,96.446000000000,3.0000000
02-27-26,ACES,ASPIRASI HIDUP INDONESIA Tbk,PT KAWAN LAMA SEJAHTERA,CP,L,,INDONESIA,10.272.189.700,0,10.272.189.700,60.0000000
02-27-26,ACES,ASPIRASI HIDUP INDONESIA Tbk,DBS BANK LTD S/A ALBIZIA ASEAN OPPORTUNITIES FUND,IB,A,,UNITED KINGDOM,494.894000000000,0,494.894000000000,"2.0,89"
02-27-26,ACES,ASPIRASI HIDUP INDONESIA Tbk,GOVERNMENT OF NORWAY,OT,A,,NORWAY,236.964000000000,0,236.964000000000,"1.0,38"
02-27-26,ACES,ASPIRASI HIDUP INDONESIA Tbk,ARISAIG ASIA FUND LIMITED,OT,A,,"VIRGIN ISLANDS, BRITISH",206.512000000000,0,206.512000000000,"0.0,21"
02-27-26,ACES,ASPIRASI HIDUP INDONESIA Tbk,NT TST CO S/A EDGBASTON ASIAN EQUITY (JERSEY) TRUST,OT,A,,JERSEY,194.347000000000,0,194.347000000000,"1.0,14"
02-27-26,ACES,ASPIRASI HIDUP INDONESIA Tbk,PT PRUDENTIAL LIFE ASSURANCE,IS,L,,INDONESIA,182.363000000000,0,182.363000000000,1.000007
02-27-26,ACRO,SAMCRO HYOSUNG ADILESTARI Tbk,TAE SUNG CHUNG,ID,L,SOUTH KOREAN,INDONESIA,2.720.072.495,0,2.720.072.495,78.0000000
02-27-26,ACRO,SAMCRO HYOSUNG ADILESTARI Tbk,JOO HEE KO,ID,L,SOUTH KOREAN,INDONESIA,155.398000000000,0,155.398000000000,"4.0,48"
02-27-26,ACRO,SAMCRO HYOSUNG ADILESTARI Tbk,SUMAN KIM,ID,L,SOUTH KOREAN,INDONESIA,131.628000000000,0,131.628000000000,"3.0,79"
02-27-26,ACRO,SAMCRO HYOSUNG ADILESTARI Tbk,KYUNGHEE KO,ID,A,SOUTH KOREAN,INDONESIA,106.185000000000,0,106.185000000000,3.000006
02-27-26,ACST,ACSET INDONUSA Tbk,PT. KARYA SUPRA PERKASA,CP,L,,INDONESIA,16.115.027.968,0,16.115.027.968,"91.0,17"
02-27-26,ADCP,ADHI COMMUTER PROPERTI Tbk,ADHI KARYA PERSERO TBK PT.,CP,L,,INDONESIA,0,19.999.900.000,19.999.900.000,90.0000000
02-27-26,ADES,AKASHA WIRA INTERNATIONAL Tbk,WATER PARTNERS BOTTLING SA,CP,A,,SWITZERLAND,538.8960.713,0,538.8960.713,"91.0,35"
02-27-26,ADES,AKASHA WIRA INTERNATIONAL Tbk,DRS SURONO SUBEKTI,ID,L,INDONESIAN,INDONESIA,6.106000000000,0,6.106000000000,1.000004
02-27-26,ADHI,ADHI KARYA (PERSERO) Tbk,"PANIN SEKURITAS Tbk, PT",SC,L,,INDONESIA,225.7390.168,0,225.7390.168,"2.0,68"
02-27-26,ADHI,ADHI KARYA (PERSERO) Tbk,PT. MITRACOMM EKASARANA,CP,L,,INDONESIA,158.419000000000,0,158.419000000000,"1.0,88"
02-27-26,ADHI,ADHI KARYA (PERSERO) Tbk,"SALIM, LIM",ID,L,INDONESIAN,INDONESIA,140.1790.823,0,140.1790.823,"1.0,67"
02-27-26,ADHI,ADHI KARYA (PERSERO) Tbk,PT WARUNA NUSASENTANA,CP,L,,INDONESIA,96.194000000000,0,96.194000000000,"1.0,14"
02-27-26,ADMF,ADIRA DINAMIKA MULTI FINANCE Tbk,"BANK DANAMON INDONESIA Tbk, PT - REGISTRAR",IB,L,,INDONESIA,920.7000000000,0,920.7000000000,74.0000000
02-27-26,ADMF,ADIRA DINAMIKA MULTI FINANCE Tbk,MUFG Bank Ltd,IB,A,,JAPAN,233.7570.759,0,233.7570.759,"0.0,92"
02-27-26,ADMG,POLYCHEM INDONESIA Tbk,PROVESTMENT LIMITED,OT,A,,"VIRGIN ISLANDS, BRITISH",1.925.414.417,0,1.925.414.417,"49.0,51"
02-27-26,ADMG,POLYCHEM INDONESIA Tbk,"GAJAH TUNGGAL, TbK. PT.",CP,L,,INDONESIA,994.15000000000,0,994.15000000000,"25.0,56"
02-27-26,ADMG,POLYCHEM INDONESIA Tbk,PT SATYA MULIA GEMA GEMILANG,CP,L,,INDONESIA,405.3560.593,0,405.3560.593,"0.0,42"
02-27-26,ADMG,POLYCHEM INDONESIA Tbk,SOETIKNO HARTO SOEWITO,ID,L,INDONESIAN,,103.005000000000,0,103.005000000000,"2.0,65"
02-27-26,ADMG,POLYCHEM INDONESIA Tbk,LO KHENG HONG. DRS,ID,L,INDONESIAN,INDONESIA,50.318000000000,0,50.318000000000,"0.0,29"
02-27-26,ADMG,POLYCHEM INDONESIA Tbk,NEW WORLD GLOBAL LIMITED,CP,A,,,0,39.9970.466,39.9970.466,1.000003
02-27-26,ADMR,ALAMTRI MINERALS INDONESIA Tbk,ALAMTRI RESOURCES INDONESIA TBK PT,CP,L,,INDONESIA,34.933.166.100,0,34.933.166.100,"85.0,45"
02-27-26,ADMR,ALAMTRI MINERALS INDONESIA Tbk,VERANUS CAPITAL PTE. LTD.,IB,A,,SINGAPORE,532.762000000000,0,532.762000000000,1.0000000
02-27-26,ADMR,ALAMTRI MINERALS INDONESIA Tbk,SILVERCITY ENTERPRISE LIMITED,CP,A,,HONG KONG,436.463000000000,0,436.463000000000,1.000007
02-27-26,ADRO,ALAMTRI RESOURCES INDONESIA Tbk,ADARO STRATEGIC INVESTMENTS,CP,L,,INDONESIA,14.045.425.500,0,14.045.425.500,"47.0,79"
02-27-26,ADRO,ALAMTRI RESOURCES INDONESIA Tbk,GARIBALDI THOHIR,ID,L,INDONESIAN,INDONESIA,1.976.632.710,0,1.976.632.710,"6.0,73"
02-27-26,ADRO,ALAMTRI RESOURCES INDONESIA Tbk,SARATOGA INVESTAMA SEDAYA TBK PT,CP,L,,INDONESIA,1.174.890.670,0,1.174.890.670,4.0000000
02-27-26,ADRO,ALAMTRI RESOURCES INDONESIA Tbk,EDWIN SOERYADJAYA,ID,L,INDONESIAN,INDONESIA,1.051.738.544,0,1.051.738.544,"3.0,58"
02-27-26,ADRO,ALAMTRI RESOURCES INDONESIA Tbk,IR. T. PERMADI RACHMAT,ID,L,INDONESIAN,INDONESIA,812.98800000001,0,812.98800000001,"2.0,77"
02-27-26,ADRO,ALAMTRI RESOURCES INDONESIA Tbk,SANDIAGA SALAHUDDIN UNO,ID,L,INDONESIAN,INDONESIA,0.0.202,0,0.0.202,2.000008
02-27-26,ADRO,ALAMTRI RESOURCES INDONESIA Tbk,ALAMTRI RESOURCES INDONESIA TBK PT,CP,L,,INDONESIA,589.195000000000,0,589.195000000000,2.0000000
02-27-26,ADRO,ALAMTRI RESOURCES INDONESIA Tbk,KOREA SOUTH-EAST POWER CO.LTD,CP,A,,"KOREA, REPUBLIC OF",480.000000000,0,480.000000000,"1.0,63"
02-27-26,AEGS,ANUGERAH SPAREPARTS SEJAHTERA Tbk,J SUWANTA SINARYA DR,ID,L,INDONESIAN,INDONESIA,555.649000000000,0,555.649000000000,"0.0,23"
02-27-26,AEGS,ANUGERAH SPAREPARTS SEJAHTERA Tbk,UOB KAY HIAN PRIVATE LIMITED,SC,A,,SINGAPORE,44.095000000000,0,44.095000000000,"4.0,38"
02-27-26,AEGS,ANUGERAH SPAREPARTS SEJAHTERA Tbk,OEY JOHAN SINATRA SUMAWI,ID,L,INDONESIAN,INDONESIA,25.35000000000,0,25.35000000000,"0.0,52"
02-27-26,AEGS,ANUGERAH SPAREPARTS SEJAHTERA Tbk,JEIHAN SUMAWI PUTRA,ID,L,INDONESIAN,INDONESIA,25.000000000,0,25.000000000,"2.0,48"
02-27-26,AEGS,ANUGERAH SPAREPARTS SEJAHTERA Tbk,Euw Hendry Ernanto,ID,L,INDONESIAN,INDONESIA,23.75000000000,0,23.75000000000,"2.0,36"
02-27-26,AEGS,ANUGERAH SPAREPARTS SEJAHTERA Tbk,PHILLIP SECURITIES PTE LTD,SC,A,,SINGAPORE,14.704000000000,0,14.704000000000,"1.0,46"
02-27-26,AEGS,ANUGERAH SPAREPARTS SEJAHTERA Tbk,HASANUDIN,ID,L,INDONESIAN,INDONESIA,13.976000000000,0,13.976000000000,"1.0,39"
02-27-26,AGAR,ASIA SEJAHTERA MINA Tbk,PT. INDO KREASI PRATAMA,CP,L,,INDONESIA,450.000000000,0,450.000000000,45.0000000
02-27-26,AGAR,ASIA SEJAHTERA MINA Tbk,PT. SINAR TERANG ASIA RAYA,CP,L,,INDONESIA,299.927000000000,0,299.927000000000,"29.0,99"
02-27-26,AGAR,ASIA SEJAHTERA MINA Tbk,PT. BENGAWAN TIMUR LAJU,CP,L,,INDONESIA,43.000000000,0,43.000000000,4.0000000
02-27-26,AGAR,ASIA SEJAHTERA MINA Tbk,WILDA TETY ARYDESIA,ID,L,INDONESIAN,INDONESIA,41.000000000,0,41.000000000,4.0000000
02-27-26,AGAR,ASIA SEJAHTERA MINA Tbk,L. HAUW LIONG (LIANTO G),ID,L,INDONESIAN,INDONESIA,40.392000000000,0,40.392000000000,4.000004
02-27-26,AGAR,ASIA SEJAHTERA MINA Tbk,HENRY TIRTASAPUTRA JUNIOR,ID,L,INDONESIAN,INDONESIA,40.000000000,0,40.000000000,4.0000000
02-27-26,AGAR,ASIA SEJAHTERA MINA Tbk,ROBIN GOENADI,ID,L,INDONESIAN,INDONESIA,39.777000000000,0,39.777000000000,"3.0,98"
02-27-26,AGAR,ASIA SEJAHTERA MINA Tbk,INTAN POLANARIA SANTOSA,ID,L,INDONESIAN,INDONESIA,33.254000000000,0,33.254000000000,"3.0,33"
02-27-26,AGII,SAMATOR INDO GAS Tbk,PT SAMATOR,CP,L,,INDONESIA,709.549000000000,371.144000000000,1.080.693.020,"0.0,24"
02-27-26,AGII,SAMATOR INDO GAS Tbk,MATRIX COMPANY LIMITED,CP,A,,JERSEY,986.967000000000,0,986.967000000000,"32.0,18"
02-27-26,AGII,SAMATOR INDO GAS Tbk,PT. ANEKA MEGA ENERGI,CP,L,,INDONESIA,0,459.999000000000,459.999000000000,15.0000000
02-27-26,AGII,SAMATOR INDO GAS Tbk,SARATOGA INVESTAMA SEDAYA TBK PT,CP,L,,INDONESIA,306.666000000000,0,306.666000000000,10.0000000
02-27-26,AGII,SAMATOR INDO GAS Tbk,ZICO TRUST (S) LTD,CP,A,,SINGAPORE,91.633000000000,0,91.633000000000,"2.0,99"
02-27-26,AGRO,BANK RAYA INDONESIA Tbk,"PT BANK RAKYAT INDONESIA (PERSERO), TBK",IB,L,,INDONESIA,21.239.760.958,247.4010000079,21.487.162.037,"86.0,85"
02-27-26,AGRO,BANK RAYA INDONESIA Tbk,DANA PENSUN PERKEBUNAN,PF,L,,INDONESIA,600.7030.375,0,600.7030.375,"2.0,43"
02-27-26,AGRS,BANK IBK INDONESIA Tbk,INDUSTRIAL BANK OF KOREA,OT,A,,"KOREA, REPUBLIC OF",4.701.453.340,39.090.909.045,43.792.362.385,"91.0,49"
02-27-26,AGRS,BANK IBK INDONESIA Tbk,PT KOREA INVESTMENT AND SEKURITAS INDONESIA - REGISTRAR,SC,L,,INDONESIA,1.414.728.100,0,1.414.728.100,"2.0,96"
02-27-26,AHAP,ASURANSI HARTA AMAN PRATAMA Tbk,PT ASURANSI CENTRAL ASIA,IS,L,,INDONESIA,3.066.343.009,0,3.066.343.009,"62.0,58"
02-27-26,AHAP,ASURANSI HARTA AMAN PRATAMA Tbk,SENDRA GUNAWAN,ID,L,INDONESIAN,INDONESIA,566.7810000066,0,566.7810000066,"11.0,57"
02-27-26,AHAP,ASURANSI HARTA AMAN PRATAMA Tbk,TAN KAH HO,ID,A,SINGAPOREAN,SINGAPORE,119.9290.263,0,119.9290.263,"2.0,45"
02-27-26,AHAP,ASURANSI HARTA AMAN PRATAMA Tbk,BANGKOK INSURANCE PUBLIC COMPANY LIMITED,IS,A,,THAILAND,64.086000000000,0,64.086000000000,"1.0,31"
02-27-26,AIMS,ARTHA MAHIYA INVESTAMA Tbk,PT AIMS INDO INVESTAMA,CP,L,,INDONESIA,68.5560.991,0,68.5560.991,"31.0,16"
02-27-26,AIMS,ARTHA MAHIYA INVESTAMA Tbk,PT DELTA WIBAWA BERSAMA,CP,L,,INDONESIA,68.4930.151,0,68.4930.151,"31.0,13"
02-27-26,AIMS,ARTHA MAHIYA INVESTAMA Tbk,IR EFENDI LEMAN,ID,L,INDONESIAN,INDONESIA,11.155000000000,0,11.155000000000,5.000007
02-27-26,AIMS,ARTHA MAHIYA INVESTAMA Tbk,LIQIN LING,ID,L,CHINESE,CHINA,9.681000000000,0,9.681000000000,4.0000000
02-27-26,AIMS,ARTHA MAHIYA INVESTAMA Tbk,MELDY TANNOS,ID,L,INDONESIAN,INDONESIA,6.271000000000,0,6.271000000000,"2.0,85"
02-27-26,AIMS,ARTHA MAHIYA INVESTAMA Tbk,LIANG ZHANG,ID,L,CHINESE,CHINA,3.829000000000,0,3.829000000000,"1.0,74"
02-27-26,AIMS,ARTHA MAHIYA INVESTAMA Tbk,ANTHONY SETIADI,ID,L,INDONESIAN,INDONESIA,2.736000000000,0,2.736000000000,"0.0,24"
02-27-26,AIMS,ARTHA MAHIYA INVESTAMA Tbk,ABEL IGNATIUS AUREY,ID,L,INDONESIAN,INDONESIA,2.588000000000,0,2.588000000000,"1.0,18"
02-27-26,AISA,FKS FOOD SEJAHTERA Tbk,PT. PANGAN SEJAHTERA INVESTAMA,CP,L,,INDONESIA,5.444.727.100,0,5.444.727.100,"58.0,47"
02-27-26,AISA,FKS FOOD SEJAHTERA Tbk,PT ASTA ASKARA SENTOSA,CP,L,,INDONESIA,1.441.374.472,0,1.441.374.472,"15.0,48"
02-27-26,AISA,FKS FOOD SEJAHTERA Tbk,PRIMANEX LIMITED,CP,A,,BRITISH INDIAN OCEAN TERRITORY,173.1140.557,0,173.1140.557,"1.0,86"
02-27-26,AISA,FKS FOOD SEJAHTERA Tbk,ASURANSI SIMAS JIWA,IS,L,,INDONESIA,169.350.483,0,169.350.483,"0.0,82"
02-27-26,AISA,FKS FOOD SEJAHTERA Tbk,UBS AG SINGAPORE BRANCH,IB,A,,SINGAPORE,158.836000000000,0,158.836000000000,"1.0,71"
02-27-26,AISA,FKS FOOD SEJAHTERA Tbk,TROPHY INVESTORS II Ltd,CP,A,,BRITISH INDIAN OCEAN TERRITORY,146.693000000000,0,146.693000000000,"1.0,58"
02-27-26,AKKU,ANUGERAH KAGUM KARYA UTAMA Tbk,PT. RENALDIJAYA EKAINTI,CP,L,,INDONESIA,1.036.756.100,0,1.036.756.100,16.000008
02-27-26,AKKU,ANUGERAH KAGUM KARYA UTAMA Tbk,PT BINTANG BERSINAR CEMERLANG,CP,L,,INDONESIA,721.187000000000,0,721.187000000000,"11.0,18"
02-27-26,AKKU,ANUGERAH KAGUM KARYA UTAMA Tbk,PT GEMA BUSANA RAYA,CP,L,,INDONESIA,394.611000000000,0,394.611000000000,"0.0,12"
02-27-26,AKKU,ANUGERAH KAGUM KARYA UTAMA Tbk,PT. KOREK API GUNA MANDIRI,CP,L,,INDONESIA,358.795000000000,0,358.795000000000,"5.0,56"
02-27-26,AKKU,ANUGERAH KAGUM KARYA UTAMA Tbk,PT SUKSES SELALU SEMPURNA,CP,L,,INDONESIA,251.735000000000,0,251.735000000000,3.0000000
02-27-26,AKKU,ANUGERAH KAGUM KARYA UTAMA Tbk,RENA LUCIANI HUSADA,ID,L,INDONESIAN,INDONESIA,250.000000000,0,250.000000000,"3.0,88"
02-27-26,AKKU,ANUGERAH KAGUM KARYA UTAMA Tbk,PT. RELBI JAYA EKA INTI,CP,L,,INDONESIA,223.59000000000,0,223.59000000000,"3.0,47"
02-27-26,AKKU,ANUGERAH KAGUM KARYA UTAMA Tbk,OIL AND GAS VENTURES LIMITED,CP,A,,SEYCHELLES,195.289000000000,0,195.289000000000,3.000003
02-27-26,AKKU,ANUGERAH KAGUM KARYA UTAMA Tbk,PT ANTARIKSA BINTANG CEMERLANG,CP,L,,INDONESIA,190.502000000000,0,190.502000000000,"2.0,95"
02-27-26,AKKU,ANUGERAH KAGUM KARYA UTAMA Tbk,PT CIHAMPELAS SEJUTA BUSANA,CP,L,,INDONESIA,183.698000000000,0,183.698000000000,"2.0,85"
02-27-26,AKKU,ANUGERAH KAGUM KARYA UTAMA Tbk,PT. KAGUM KARYA UTAMA,CP,L,,INDONESIA,147.67000000000,0,147.67000000000,"0.0,29"
02-27-26,AKKU,ANUGERAH KAGUM KARYA UTAMA Tbk,PT. KAGUM MAKMUR UTAMA,CP,L,,INDONESIA,138.442000000000,0,138.442000000000,"2.0,15"
02-27-26,AKKU,ANUGERAH KAGUM KARYA UTAMA Tbk,PT. KAGUM JAYA EKA INTI,CP,L,,INDONESIA,136.701000000000,0,136.701000000000,"0.0,12"
02-27-26,AKKU,ANUGERAH KAGUM KARYA UTAMA Tbk,PT JOKOWOW INDONESIA HEBAT,CP,L,,INDONESIA,134.889000000000,0,134.889000000000,2.000009
02-27-26,AKKU,ANUGERAH KAGUM KARYA UTAMA Tbk,PT LOKASI EMAS INDONESIA PROPERTI,CP,L,,INDONESIA,126.925000000000,0,126.925000000000,"1.0,97"
02-27-26,AKKU,ANUGERAH KAGUM KARYA UTAMA Tbk,PT. RESTI JAYA EKA INTI,CP,L,,INDONESIA,126.601000000000,0,126.601000000000,"1.0,96"
02-27-26,AKKU,ANUGERAH KAGUM KARYA UTAMA Tbk,PT. RENA JAYA EKA INTI,CP,L,,INDONESIA,122.608000000000,0,122.608000000000,1.0000000
02-27-26,AKKU,ANUGERAH KAGUM KARYA UTAMA Tbk,PT KAGUM UTAMA JAYA,CP,L,,INDONESIA,117.865000000000,0,117.865000000000,"1.0,83"
02-27-26,AKKU,ANUGERAH KAGUM KARYA UTAMA Tbk,PT KAGUM KARYA MAKMUR,CP,L,,INDONESIA,117.407000000000,0,117.407000000000,"0.0,82"
02-27-26,AKKU,ANUGERAH KAGUM KARYA UTAMA Tbk,PT MAJU KARYA SRIKANDI,CP,L,,INDONESIA,108.858000000000,0,108.858000000000,"1.0,69"
02-27-26,AKKU,ANUGERAH KAGUM KARYA UTAMA Tbk,PT TALENTA USAHA PRIMA,CP,L,,INDONESIA,81.643000000000,0,81.643000000000,"0.0,27"
02-27-26,AKKU,ANUGERAH KAGUM KARYA UTAMA Tbk,PT GEMPAR BUSANA JAYA,CP,L,,INDONESIA,81.643000000000,0,81.643000000000,"0.0,27"
02-27-26,AKKU,ANUGERAH KAGUM KARYA UTAMA Tbk,KINGSWOOD UNION CORPORATION,OT,A,,"VIRGIN ISLANDS, BRITISH",72.535000000000,0,72.535000000000,"0.0,12"
02-27-26,AKKU,ANUGERAH KAGUM KARYA UTAMA Tbk,PT LENTERA BINTANG TERANG,CP,L,,INDONESIA,68.036000000000,0,68.036000000000,1.000005
02-27-26,AKPI,ARGHA KARYA PRIMA INDUSTRY Tbk,TIARA INTIMAHKOTA,,,,,0,141.0270.982,141.0270.982,23.000003
02-27-26,AKPI,ARGHA KARYA PRIMA INDUSTRY Tbk,PRISMATAMA NUGRAHA,CP,L,,,0,130.0190.668,130.0190.668,"0.0,24"
02-27-26,AKPI,ARGHA KARYA PRIMA INDUSTRY Tbk,NAWA PANDUTA,CP,L,,,0,92.1330.534,92.1330.534,15.000005
02-27-26,AKPI,ARGHA KARYA PRIMA INDUSTRY Tbk,PT. TIARA INTIMAHKOTA,CP,L,,INDONESIA,80.04500000006,0,80.04500000006,13.000007
02-27-26,AKPI,ARGHA KARYA PRIMA INDUSTRY Tbk,PT PRISMATAMA NUGRAHA,CP,L,,INDONESIA,37.009000000000,0,37.009000000000,6.000004
02-27-26,AKPI,ARGHA KARYA PRIMA INDUSTRY Tbk,PT GITANIRWANA MANDRASAKTI,CP,L,,INDONESIA,28.68000000000,0,28.68000000000,"4.0,68"
02-27-26,AKPI,ARGHA KARYA PRIMA INDUSTRY Tbk,HENRY LIEM,ID,L,INDONESIAN,,14.8510.259,0,14.8510.259,"2.0,43"
02-27-26,AKPI,ARGHA KARYA PRIMA INDUSTRY Tbk,Amirsyah Risjad,ID,L,INDONESIAN,INDONESIA,10.50000062,0,10.50000062,"0.0,72"
02-27-26,AKPI,ARGHA KARYA PRIMA INDUSTRY Tbk,DINA RISJAD,ID,L,INDONESIAN,INDONESIA,10.4330.162,0,10.4330.162,1.0000000
02-27-26,AKPI,ARGHA KARYA PRIMA INDUSTRY Tbk,DEDEY RISJAD,ID,L,INDONESIAN,INDONESIA,10.4330.162,0,10.4330.162,1.0000000
02-27-26,AKPI,ARGHA KARYA PRIMA INDUSTRY Tbk,ZARANI RISJAD,ID,L,INDONESIAN,INDONESIA,10.4330.162,0,10.4330.162,1.0000000
02-27-26,AKPI,ARGHA KARYA PRIMA INDUSTRY Tbk,RIZAL RISJAD,ID,L,INDONESIAN,INDONESIA,10.4330.162,0,10.4330.162,1.0000000
02-27-26,AKPI,ARGHA KARYA PRIMA INDUSTRY Tbk,SELVIYA RISJAD DANANTO,ID,L,INDONESIAN,INDONESIA,10.4330.162,0,10.4330.162,1.0000000
02-27-26,AKPI,ARGHA KARYA PRIMA INDUSTRY Tbk,RADIAN RISJAD,ID,L,INDONESIAN,INDONESIA,10.4330.161,0,10.4330.161,1.0000000
02-27-26,AKRA,AKR CORPORINDO Tbk,PT ARTHAKENCANA RAYATAMA,CP,L,,INDONESIA,3.112.617.000,9.675.201.600,12.787.818.600,"63.0,71"
02-27-26,AKRA,AKR CORPORINDO Tbk,EMPLOYEES PROVIDENT FUND BOARD,PF,A,,MALAYSIA,647.5000000000,0,647.5000000000,"0.0,23"
02-27-26,AKRA,AKR CORPORINDO Tbk,GOVERNMENT OF NORWAY,OT,A,,NORWAY,608.248000000000,0,608.248000000000,3.000003
02-27-26,AKRA,AKR CORPORINDO Tbk,THE NT TST CO S/A CIM INVESTMENT FUND ICAV,MF,A,,IRELAND,413.000000000,0,413.000000000,2.000006
02-27-26,AKRA,AKR CORPORINDO Tbk,AKR CORPORINDO TBK.,CP,L,,INDONESIA,273.705000000000,0,273.705000000000,"1.0,36"
02-27-26,AKRA,AKR CORPORINDO Tbk,ABERDEEN ASIA FOCUS PLC,MF,A,,UNITED KINGDOM,248.938000000000,0,248.938000000000,"0.0,24"
02-27-26,AKRA,AKR CORPORINDO Tbk,HARYANTO ADIKOESOEMO,ID,L,INDONESIAN,INDONESIA,212.604000000000,0,212.604000000000,1.000006
