DATE,SHARE_CODE,ISSUER_NAME,INVESTOR_NAME,INVESTOR_TYPE,LOCAL_FOREIGN,NATIONALITY,DOMICILE,HOLDINGS_SCRIPLESS,HOLDINGS_SCRIP,TOTAL_HOLDING_SHARES,PERCENTAGE
02-27-26,LFLO,IMAGO MULIA PERSADA Tbk,ANG PHEK TUAN,ID,L,INDONESIAN,INDONESIA,25.951000000000,400.000000000,425.951000000000,"32.0,57"
02-27-26,LFLO,IMAGO MULIA PERSADA Tbk,ERLANGGA KSATRIA,ID,L,INDONESIAN,INDONESIA,19.463000000000,300.000000000,319.463000000000,"24.0,43"
02-27-26,LFLO,IMAGO MULIA PERSADA Tbk,PURNAMAWATI GUMULYA,ID,L,INDONESIAN,INDONESIA,19.463000000000,300.000000000,319.463000000000,"24.0,43"
02-27-26,LFLO,IMAGO MULIA PERSADA Tbk,"ORIGINATION MULTI INDONESIA, PT",CP,L,,INDONESIA,62.000000000,0,62.000000000,"4.0,74"
02-27-26,LFLO,IMAGO MULIA PERSADA Tbk,CV. SOLUSI CUAN MAJU,CP,L,,INDONESIA,60.743000000000,0,60.743000000000,"4.0,64"
02-27-26,LFLO,IMAGO MULIA PERSADA Tbk,"BERKAH ALAM ASRI, PT",CP,L,,INDONESIA,59.3000000000,0,59.3000000000,"4.0,53"
02-27-26,LFLO,IMAGO MULIA PERSADA Tbk,ENNY SOEGIARTO,ID,L,INDONESIAN,INDONESIA,34.402000000000,0,34.402000000000,"2.0,63"
02-27-26,LIFE,MSIG LIFE INSURANCE INDONESIA Tbk,"MITSUI SUMITOMO INSURANCE CO.,LTD.",IS,A,,JAPAN,12-31-79,0,12-31-79,80.0000000
02-27-26,LIFE,MSIG LIFE INSURANCE INDONESIA Tbk,PT SINAR MAS MULTIARTHA Tbk,CP,L,,INDONESIA,262.5000000000,0,262.5000000000,12.0000000
02-27-26,LIFE,MSIG LIFE INSURANCE INDONESIA Tbk,ASURANSI SIMAS JIWA,IS,L,,INDONESIA,44.38800000001,0,44.38800000001,"2.0,11"
02-27-26,LIFE,MSIG LIFE INSURANCE INDONESIA Tbk,SINAR MAS CAKRAWALA,CP,L,,INDONESIA,33.8880.885,0,33.8880.885,"1.0,61"
02-27-26,LIFE,MSIG LIFE INSURANCE INDONESIA Tbk,PT.TIMUR SUBUR,CP,L,,INDONESIA,24.6020.799,0,24.6020.799,"1.0,17"
02-27-26,LINK,LINK NET Tbk,AXIATA INVESTMENTS (INDONESIA) SDN.BHD,IB,A,,MALAYSIA,1.986.525.127,0,1.986.525.127,"69.0,38"
02-27-26,LINK,LINK NET Tbk,PT XLSMART TELECOM SEJAHTERA TBK,CP,L,,INDONESIA,550.3160.196,0,550.3160.196,"0.0,22"
02-27-26,LINK,LINK NET Tbk,MAYBANK SECURITIES PTE. LTD.,SC,A,,SINGAPORE,136.2030.259,0,136.2030.259,"4.0,76"
02-27-26,LINK,LINK NET Tbk,"LINK NET, TBK, PT",CP,L,,INDONESIA,109.241000000000,0,109.241000000000,"0.0,82"
02-27-26,LINK,LINK NET Tbk,RHB INVESTMENT BANK BERHAD,IB,A,,MALAYSIA,36.6920.377,0,36.6920.377,"0.0,28"
02-27-26,LINK,LINK NET Tbk,REKSA DANA SUCORINVEST EQUITY PRIMA FUND,MF,L,,INDONESIA,31.009000000000,0,31.009000000000,1.000008
02-27-26,LION,LION METAL WORKS Tbk,LION HOLDINGS SDN BHD,CP,A,,,0,150.06000000000,150.06000000000,"28.0,85"
02-27-26,LION,LION METAL WORKS Tbk,LION HOLDINGS PRIVATE LIMITED,CP,A,,,0,150.06000000000,150.06000000000,"28.0,85"
02-27-26,LION,LION METAL WORKS Tbk,CHENG YOONG CHOONG,ID,A,SINGAPOREAN,SINGAPORE,0,25.362000000000,25.362000000000,"4.0,88"
02-27-26,LION,LION METAL WORKS Tbk,CHENG YONG LIANG,ID,A,SINGAPOREAN,SINGAPORE,0,25.000000000,25.000000000,"4.0,81"
02-27-26,LION,LION METAL WORKS Tbk,LC INVESTMENTS (SINGAPORE) PTE LTD,CP,A,,,0,24.49000000000,24.49000000000,"4.0,71"
02-27-26,LION,LION METAL WORKS Tbk,JPMORGAN CHASE BANK NA SINGAPORE BRANCH,OT,A,,SINGAPORE,24.000000000,0,24.000000000,"4.0,61"
02-27-26,LION,LION METAL WORKS Tbk,TRINIDAD INVESTMENT PTE LTD,CP,A,,SINGAPORE,12.7000000000,10.445000000000,23.145000000000,"4.0,45"
02-27-26,LION,LION METAL WORKS Tbk,GOLDWELL PACIFIC PTE LTD,CP,A,,SINGAPORE,20.000000000,0,20.000000000,"3.0,84"
02-27-26,LION,LION METAL WORKS Tbk,TAN KEOK BOON,ID,A,SINGAPOREAN,SINGAPORE,20.000000000,0,20.000000000,"3.0,84"
02-27-26,LION,LION METAL WORKS Tbk,NG SEOK KUAN,ID,A,SINGAPOREAN,SINGAPORE,110.000,7.205000000000,7.315000000000,"1.0,41"
02-27-26,LION,LION METAL WORKS Tbk,DIANA SUSANTO,ID,L,INDONESIAN,INDONESIA,5.875000000000,0,5.875000000000,"1.0,13"
02-27-26,LIVE,HOMECO VICTORIA MAKMUR Tbk,PT. HOMECO GLOBAL INVESTASI,CP,L,,INDONESIA,3.614.320.000,0,3.614.320.000,"78.0,69"
02-27-26,LIVE,HOMECO VICTORIA MAKMUR Tbk,ABRAHAM SATYA PUTERA,ID,L,INDONESIAN,INDONESIA,110.1120.639,0,110.1120.639,2.0000000
02-27-26,LIVE,HOMECO VICTORIA MAKMUR Tbk,CV. SUN AND MOON,CP,L,,INDONESIA,77.867000000000,0,77.867000000000,1.0000000
02-27-26,LIVE,HOMECO VICTORIA MAKMUR Tbk,TIENNIE SUMARSI,ID,L,INDONESIAN,INDONESIA,72.325000000000,0,72.325000000000,"1.0,57"
02-27-26,LIVE,HOMECO VICTORIA MAKMUR Tbk,SUGENG NUGROHO,ID,L,INDONESIAN,INDONESIA,50.112000000000,0,50.112000000000,1.000009
02-27-26,LMAS,LIMAS INDONESIA MAKMUR Tbk,SUPARMAN TJAHAJA,ID,L,INDONESIAN,INDONESIA,58.777000000000,0,58.777000000000,"7.0,46"
02-27-26,LMAS,LIMAS INDONESIA MAKMUR Tbk,UOB KAY HIAN (HONG KONG) LTD (PLEDGE ACCOUNT) - MADISON PACIFIC TRUST LTD OBO ITEK BACHTIAR,ID,L,INDONESIAN,INDONESIA,56.957000000000,0,56.957000000000,"0.0,23"
02-27-26,LMAS,LIMAS INDONESIA MAKMUR Tbk,EKA SUHENDRA,ID,L,INDONESIAN,INDONESIA,51.429000000000,0,51.429000000000,"6.0,53"
02-27-26,LMAS,LIMAS INDONESIA MAKMUR Tbk,EFENDI,ID,L,INDONESIAN,INDONESIA,20.005000000000,0,20.005000000000,"2.0,54"
02-27-26,LMAS,LIMAS INDONESIA MAKMUR Tbk,WIDAYANTI DARMAWAN,ID,L,INDONESIAN,INDONESIA,12.448000000000,0,12.448000000000,"1.0,58"
02-27-26,LMAS,LIMAS INDONESIA MAKMUR Tbk,SIAUW YUNUS SUBANDI,ID,L,INDONESIAN,INDONESIA,11.2000000000,0,11.2000000000,"0.0,42"
02-27-26,LMAS,LIMAS INDONESIA MAKMUR Tbk,LISA WIDIASARI ATMADJA,ID,L,INDONESIAN,INDONESIA,10.000000000,0,10.000000000,"0.0,27"
02-27-26,LMAS,LIMAS INDONESIA MAKMUR Tbk,RIKY CANDJAYA HALIM,ID,L,INDONESIAN,INDONESIA,8.598000000000,0,8.598000000000,1.000009
02-27-26,LMAS,LIMAS INDONESIA MAKMUR Tbk,FATLY TJAHAJA,ID,L,INDONESIAN,INDONESIA,8.031000000000,0,8.031000000000,"0.0,02"
02-27-26,LMAX,LUPROMAX PELUMAS INDONESIA Tbk,KARTIKO SOEMARGONO,ID,L,INDONESIAN,INDONESIA,0,216.125000000000,216.125000000000,"0.0,25"
02-27-26,LMAX,LUPROMAX PELUMAS INDONESIA Tbk,JONG ANTON DWI PUTRO,ID,L,INDONESIAN,INDONESIA,0,91.000000000,91.000000000,14.0000000
02-27-26,LMAX,LUPROMAX PELUMAS INDONESIA Tbk,TRISNO HARNADI,ID,L,INDONESIAN,INDONESIA,0,86.45000000000,86.45000000000,13.0000000
02-27-26,LMAX,LUPROMAX PELUMAS INDONESIA Tbk,CLARISSA CALLUELLA HABERTH,ID,L,INDONESIAN,INDONESIA,0,61.425000000000,61.425000000000,"9.0,45"
02-27-26,LMAX,LUPROMAX PELUMAS INDONESIA Tbk,AGUS SANUSI,ID,L,INDONESIAN,INDONESIA,35.478000000000,0,35.478000000000,"5.0,46"
02-27-26,LMAX,LUPROMAX PELUMAS INDONESIA Tbk,RAYMON YONARTO,ID,L,INDONESIAN,INDONESIA,26.389000000000,0,26.389000000000,4.000006
02-27-26,LMAX,LUPROMAX PELUMAS INDONESIA Tbk,ALPINO KIANJAYA,ID,L,INDONESIAN,INDONESIA,17.366000000000,0,17.366000000000,"2.0,67"
02-27-26,LMAX,LUPROMAX PELUMAS INDONESIA Tbk,BRYAN JAYA RAFLI SJAHPUTRA,ID,L,INDONESIAN,INDONESIA,10.000000000,0,10.000000000,"1.0,54"
02-27-26,LMAX,LUPROMAX PELUMAS INDONESIA Tbk,MICHAEL WIJAYA,ID,L,INDONESIAN,INDONESIA,9.888000000000,0,9.888000000000,"0.0,52"
02-27-26,LMAX,LUPROMAX PELUMAS INDONESIA Tbk,SANJAY SUNNIL NATHANI,ID,L,INDONESIAN,INDONESIA,6.806000000000,0,6.806000000000,1.000005
02-27-26,LMPI,LANGGENG MAKMUR INDUSTRI Tbk,HIDAYAT ALIM,ID,L,INDONESIAN,INDONESIAN,0,385.649000000000,385.649000000000,"0.0,24"
02-27-26,LMPI,LANGGENG MAKMUR INDUSTRI Tbk,PANGESTU ALIM,ID,L,INDONESIAN,,302.9210.271,0,302.9210.271,30.000004
02-27-26,LMPI,LANGGENG MAKMUR INDUSTRI Tbk,PT LANGGENG BAHAGIA,CP,L,,INDONESIA,132.3130.291,0,132.3130.291,"0.0,12"
02-27-26,LMPI,LANGGENG MAKMUR INDUSTRI Tbk,KANTOR PUSAT DJKN DITJEN KEKAYAAN NEGARA KEMENTRIAN KEUANGAN,OT,L,,INDONESIA,57.90100000002,0,57.90100000002,"5.0,74"
02-27-26,LMPI,LANGGENG MAKMUR INDUSTRI Tbk,ANDRE ALIM,ID,L,INDONESIAN,INDONESIA,0,41.0560.625,41.0560.625,4.000007
02-27-26,LMPI,LANGGENG MAKMUR INDUSTRI Tbk,REZAWAN HADINATA.IR,ID,L,INDONESIAN,INDONESIA,27.485000000000,0,27.485000000000,"2.0,73"
02-27-26,LMPI,LANGGENG MAKMUR INDUSTRI Tbk,HENDRA,ID,L,INDONESIAN,INDONESIA,19.514000000000,0,19.514000000000,"1.0,93"
02-27-26,LMPI,LANGGENG MAKMUR INDUSTRI Tbk,ANDREW ALIM,ID,L,INDONESIAN,INDONESIA,0,10.7720.612,10.7720.612,1.000007
02-27-26,LMSH,LIONMESH PRIMA Tbk,LION HOLDINGS PRIVATE LIMITED,CP,A,,,0,24.527000000000,24.527000000000,"25.0,55"
02-27-26,LMSH,LIONMESH PRIMA Tbk,JUSUP SUTRISNO,ID,L,INDONESIAN,INDONESIAN,480.000,9.46000000000,9.94000000000,"10.0,35"
02-27-26,LMSH,LIONMESH PRIMA Tbk,TJOE TJOE PENG LAWER S,ID,L,INDONESIAN,INDONESIA,370.000,9.513000000000,9.883000000000,"0.0,29"
02-27-26,LMSH,LIONMESH PRIMA Tbk,TRINIDAD INVESTMENT PTE LTD,CP,A,,SINGAPORE,0,6.4000000000,6.4000000000,"6.0,67"
02-27-26,LMSH,LIONMESH PRIMA Tbk,GOLDWELL PACIFIC PTE LTD,CP,A,,SINGAPORE,4.7000000000,0,4.7000000000,4.0000000
02-27-26,LMSH,LIONMESH PRIMA Tbk,CHENG ZHI WEI,ID,A,SINGAPOREAN,SINGAPORE,4.09000000000,0,4.09000000000,"0.0,26"
02-27-26,LMSH,LIONMESH PRIMA Tbk,GO SIAUW HONG,ID,L,INDONESIAN,INDONESIA,3.695000000000,0,3.695000000000,"3.0,85"
02-27-26,LMSH,LIONMESH PRIMA Tbk,CHENG YONG KIM,ID,L,SINGAPOREAN,,3.322000000000,0,3.322000000000,"3.0,46"
02-27-26,LMSH,LIONMESH PRIMA Tbk,CHENG YONG LIANG,ID,A,SINGAPOREAN,SINGAPORE,3.27000000000,0,3.27000000000,"3.0,41"
02-27-26,LMSH,LIONMESH PRIMA Tbk,CHENG YONG KWANG,ID,A,SINGAPOREAN,,3.245000000000,0,3.245000000000,"3.0,38"
02-27-26,LMSH,LIONMESH PRIMA Tbk,CHENG YOONG CHOONG,ID,A,SINGAPOREAN,SINGAPORE,3.23000000000,0,3.23000000000,"3.0,37"
02-27-26,LMSH,LIONMESH PRIMA Tbk,BANTRUNK MURNI INDONESIA,CP,L,,,0,3.000000000,3.000000000,"3.0,13"
02-27-26,LMSH,LIONMESH PRIMA Tbk,CHENG WEN YI,ID,A,SINGAPOREAN,SINGAPORE,2.5000000000,0,2.5000000000,2.0000000
02-27-26,LMSH,LIONMESH PRIMA Tbk,CHENG BOON LIN (ZHONG WENLIN),ID,A,SINGAPOREAN,SINGAPORE,2.5000000000,0,2.5000000000,2.0000000
02-27-26,LMSH,LIONMESH PRIMA Tbk,SUWANTARA GOTAMA,ID,A,INDONESIAN,SINGAPORE,2.325000000000,0,2.325000000000,"0.0,42"
02-27-26,LOPI,LOGISTICSPLUS INTERNATIONAL Tbk,PT SENTRA AMANAH VENTURA,CP,L,,INDONESIA,738.449000000000,0,738.449000000000,"67.0,13"
02-27-26,LOPI,LOGISTICSPLUS INTERNATIONAL Tbk,JESSICA VIMEL LAURETTA,ID,L,INDONESIAN,INDONESIA,37.629000000000,0,37.629000000000,"0.0,42"
02-27-26,LOPI,LOGISTICSPLUS INTERNATIONAL Tbk,JONNY S PANGARIBUAN,ID,L,INDONESIAN,INDONESIA,33.536000000000,0,33.536000000000,3.000005
02-27-26,LOPI,LOGISTICSPLUS INTERNATIONAL Tbk,HERLINA,ID,L,INDONESIAN,INDONESIA,23.573000000000,0,23.573000000000,"2.0,14"
02-27-26,LOPI,LOGISTICSPLUS INTERNATIONAL Tbk,VIATOR SOERI,ID,L,INDONESIAN,INDONESIA,19.527000000000,0,19.527000000000,"1.0,78"
02-27-26,LOPI,LOGISTICSPLUS INTERNATIONAL Tbk,SIU SHIA,ID,L,INDONESIAN,INDONESIA,17.84000000000,0,17.84000000000,"0.0,62"
02-27-26,LOPI,LOGISTICSPLUS INTERNATIONAL Tbk,RUDY EFENDY,ID,L,INDONESIAN,INDONESIA,12.8000000000,0,12.8000000000,"1.0,16"
02-27-26,LPCK,LIPPO CIKARANG Tbk,"KEMUNING SATIATAMA, PT.",,,,,179.714000000000,4.390.147.585,4.569.861.585,89.0000000
02-27-26,LPGI,LIPPO GENERAL INSURANCE Tbk,"HANWHA GENERAL INSURANCE CO.,LTD",IS,A,,"KOREA, REPUBLIC OF",12-31-44,0,12-31-44,61.0000000
02-27-26,LPGI,LIPPO GENERAL INSURANCE Tbk,BANK JULIUS BAER CO. LTD. S/A PT INTI ANUGRAH PROPERTINDO PLEDGED ACC,CP,L,,INDONESIA,543.000000000,0,543.000000000,18.0000000
02-27-26,LPGI,LIPPO GENERAL INSURANCE Tbk,PT. HANWHA LIFE INSURANCE INDONESIA,IS,L,,INDONESIA,385.927000000000,0,385.927000000000,"12.0,86"
02-27-26,LPGI,LIPPO GENERAL INSURANCE Tbk,PT KRIDA KARYA GEMILANG SEMPURNA,CP,L,,INDONESIA,147.000000000,0,147.000000000,4.0000000
02-27-26,LPIN,MULTI PRIMA SEJAHTERA Tbk,PT. MULTIPOLAR TBK,CP,L,,INDONESIA,347.246000000000,0,347.246000000000,"81.0,71"
02-27-26,LPIN,MULTI PRIMA SEJAHTERA Tbk,LIE BOEN TJOE,ID,L,INDONESIAN,INDONESIA,13.809000000000,0,13.809000000000,"0.0,25"
02-27-26,LPIN,MULTI PRIMA SEJAHTERA Tbk,SIAUW YUNUS SUBANDI,ID,L,INDONESIAN,INDONESIA,10.257000000000,0,10.257000000000,"2.0,41"
02-27-26,LPIN,MULTI PRIMA SEJAHTERA Tbk,HENDRA HIDAJAT,ID,L,INDONESIAN,,6.000000000,0,6.000000000,"1.0,41"
02-27-26,LPKR,LIPPO KARAWACI Tbk,BANK JULIUS BAER CO. LTD. S/A PT INTI ANUGRAH PROPERTINDO PLEDGED ACC,CP,L,,INDONESIA,17.311.993.200,970.0090.658,02-18-82,"25.0,79"
02-27-26,LPKR,LIPPO KARAWACI Tbk,SIERRA INCORPORATED,CP,A,,MALAYSIA,11.259.645.290,0,11.259.645.290,"15.0,88"
02-27-26,LPKR,LIPPO KARAWACI Tbk,PT PRIMANTARA UTAMA SEJAHTERA,CP,L,,INDONESIA,7.371.500.000,0,7.371.500.000,10.0000000
02-27-26,LPKR,LIPPO KARAWACI Tbk,DBS BANK LTD.,IB,A,,SINGAPORE,3.624.330.600,0,3.624.330.600,"5.0,11"
02-27-26,LPKR,LIPPO KARAWACI Tbk,OUE INVESTMENTS PTE LTD,CP,A,,SINGAPORE,2.322.628.777,0,2.322.628.777,"0.0,28"
02-27-26,LPKR,LIPPO KARAWACI Tbk,DBS BANK LTD S/A GW INVESTMENTS LIMITED,CP,A,,CAYMAN ISLANDS,1.997.800.000,0,1.997.800.000,"0.0,82"
02-27-26,LPKR,LIPPO KARAWACI Tbk,JALAN SEGAR LIMITED,OT,A,,"VIRGIN ISLANDS, BRITISH",1.700.772.700,0,1.700.772.700,2.0000000
02-27-26,LPKR,LIPPO KARAWACI Tbk,"NOMURA SECURITIES CO.,LTD.",IB,A,,JAPAN,1.634.964.600,0,1.634.964.600,"2.0,31"
02-27-26,LPKR,LIPPO KARAWACI Tbk,"KHARISMA BUANA NUSANTARA, PT",CP,L,,INDONESIA,1.323.770.784,0,1.323.770.784,"1.0,87"
02-27-26,LPKR,LIPPO KARAWACI Tbk,PT. MULTIPOLAR TBK,CP,L,,INDONESIA,1.209.688.800,0,1.209.688.800,"1.0,71"
02-27-26,LPKR,LIPPO KARAWACI Tbk,"TAHTA UPAYA PRATAMA, PT",CP,L,,INDONESIA,866.000000000,0,866.000000000,"0.0,22"
02-27-26,LPKR,LIPPO KARAWACI Tbk,MORGAN STANLEY AND CO INTERNATIONAL PLC,CP,A,,UNITED KINGDOM,856.28700000002,0,856.28700000002,"0.0,21"
02-27-26,LPKR,LIPPO KARAWACI Tbk,OCBC SECURITIES PRIVATE LIMITED,SC,A,,SINGAPORE,847.1810.343,0,847.1810.343,"1.0,19"
02-27-26,LPKR,LIPPO KARAWACI Tbk,MAYBANK SECURITIES PTE. LTD.,SC,A,,SINGAPORE,836.2000000000,0,836.2000000000,"1.0,18"
02-27-26,LPLI,STAR PACIFIC Tbk,BANK JULIUS BAER CO. LTD. S/A PT INTI ANUGRAH PROPERTINDO PLEDGED ACC,CP,L,,INDONESIA,592.23700000009,0,592.23700000009,50.0000000
02-27-26,LPLI,STAR PACIFIC Tbk,HX TRADING LIMITED,CP,A,,"VIRGIN ISLANDS, BRITISH",214.1540.967,0,214.1540.967,18.0000000
02-27-26,LPLI,STAR PACIFIC Tbk,SIAUW YUNUS SUBANDI,ID,L,INDONESIAN,INDONESIA,49.646000000000,0,49.646000000000,"0.0,24"
02-27-26,LPLI,STAR PACIFIC Tbk,"KHARISMA BUANA NUSANTARA, PT",CP,L,,INDONESIA,46.8170.312,0,46.8170.312,4.0000000
02-27-26,LPLI,STAR PACIFIC Tbk,"SANGGRAHA NUSA RAYA, PT",CP,L,,INDONESIA,28.1820.688,0,28.1820.688,"2.0,41"
02-27-26,LPLI,STAR PACIFIC Tbk,BAMBANG PRANOWO,ID,L,INDONESIAN,INDONESIA,20.000000000,0,20.000000000,"1.0,71"
02-27-26,LPLI,STAR PACIFIC Tbk,IEVAN DANIAR SUMAMPOW,ID,L,INDONESIAN,INDONESIA,20.000000000,0,20.000000000,"1.0,71"
02-27-26,LPLI,STAR PACIFIC Tbk,ENDANG LESTARI PUJIASTUTI,ID,L,INDONESIAN,INDONESIA,14.377000000000,0,14.377000000000,"0.0,23"
02-27-26,LPPF,MATAHARI DEPARTMENT STORE Tbk,AURIC DIGITAL RETAIL PTE LTD,CP,A,,SINGAPORE,660.0210.796,0,660.0210.796,"0.0,23"
02-27-26,LPPF,MATAHARI DEPARTMENT STORE Tbk,AURIC DIGITAL RETAIL PTE. LTD.,OT,A,,SINGAPORE,300.000000000,0,300.000000000,"0.0,28"
02-27-26,LPPF,MATAHARI DEPARTMENT STORE Tbk,PT. MULTIPOLAR TBK,CP,L,,INDONESIA,209.992000000000,0,209.992000000000,9.0000000
02-27-26,LPPF,MATAHARI DEPARTMENT STORE Tbk,PT REKSA PUSPITA KARYA,CP,L,,INDONESIA,100.000000000,0,100.000000000,"4.0,43"
02-27-26,LPPF,MATAHARI DEPARTMENT STORE Tbk,"CAHAYA INVESTAMA, PT",CP,L,,INDONESIA,100.000000000,0,100.000000000,"4.0,43"
02-27-26,LPPF,MATAHARI DEPARTMENT STORE Tbk,PT SURYA CIPTA INVESTAMA,CP,L,,INDONESIA,100.000000000,0,100.000000000,"4.0,43"
02-27-26,LPPF,MATAHARI DEPARTMENT STORE Tbk,OUE INVESTMENTS PTE LTD,CP,A,,SINGAPORE,84.814000000000,0,84.814000000000,"3.0,76"
02-27-26,LPPF,MATAHARI DEPARTMENT STORE Tbk,PT AMB FINANSIAL INDONESIA,CP,L,,INDONESIA,60.000000000,0,60.000000000,"2.0,66"
02-27-26,LPPF,MATAHARI DEPARTMENT STORE Tbk,PHILLIP SECURITIES PTE LTD,SC,A,,SINGAPORE,51.367000000000,0,51.367000000000,"0.0,27"
02-27-26,LPPF,MATAHARI DEPARTMENT STORE Tbk,MANOJ PITAMBER NANWANI,ID,L,INDONESIAN,INDONESIA,38.606000000000,0,38.606000000000,"1.0,71"
02-27-26,LPPF,MATAHARI DEPARTMENT STORE Tbk,"MATAHARI DEPARTMENT STORE TBK, PT",CP,L,,INDONESIA,31.000000000,0,31.000000000,"1.0,37"
02-27-26,LPPF,MATAHARI DEPARTMENT STORE Tbk,KENNETH RUDY KAMON,ID,A,US,UNITED STATES,23.813000000000,0,23.813000000000,1.000005
02-27-26,LPPS,LENOX PASIFIK INVESTAMA Tbk,BANK JULIUS BAER CO. LTD. S/A PT INTI ANUGRAH PROPERTINDO PLEDGED ACC,CP,L,,INDONESIA,1.747.636.749,0,1.747.636.749,"0.0,52"
02-27-26,LPPS,LENOX PASIFIK INVESTAMA Tbk,SIAUW YUNUS SUBANDI,ID,L,INDONESIAN,INDONESIA,102.4420.566,0,102.4420.566,"3.0,96"
02-27-26,LPPS,LENOX PASIFIK INVESTAMA Tbk,DBS BANK LTD.,IB,A,,SINGAPORE,85.474000000000,0,85.474000000000,3.0000000
02-27-26,LPPS,LENOX PASIFIK INVESTAMA Tbk,EKA SUHENDRA,ID,L,INDONESIAN,INDONESIA,65.814000000000,0,65.814000000000,"2.0,54"
02-27-26,LPPS,LENOX PASIFIK INVESTAMA Tbk,"BERKAT CAHAYA ANUGERAH,PT",CP,L,,INDONESIA,63.489000000000,0,63.489000000000,"2.0,45"
02-27-26,LPPS,LENOX PASIFIK INVESTAMA Tbk,"BANGUN KARYA SELARAS, PT",CP,L,,INDONESIA,51.67000000000,0,51.67000000000,2.0000000
02-27-26,LPPS,LENOX PASIFIK INVESTAMA Tbk,CHANG LIONG MENG,ID,L,INDONESIAN,INDONESIA,30.516000000000,0,30.516000000000,"1.0,18"
02-27-26,LRNA,EKA SARI LORENA TRANSPORT Tbk,LORENA,CP,L,,,0,199.9990.998,199.9990.998,"57.0,14"
02-27-26,LRNA,EKA SARI LORENA TRANSPORT Tbk,"GADING DANALESTARI, PT",CP,L,,INDONESIA,45.285000000000,0,45.285000000000,"12.0,94"
02-27-26,LRNA,EKA SARI LORENA TRANSPORT Tbk,SIAUW YUNUS SUBANDI,ID,L,INDONESIAN,INDONESIA,26.546000000000,0,26.546000000000,"7.0,58"
02-27-26,LRNA,EKA SARI LORENA TRANSPORT Tbk,"SEMANU MULTI DAYA, PT",CP,L,,INDONESIA,13.378000000000,0,13.378000000000,"0.0,82"
02-27-26,LRNA,EKA SARI LORENA TRANSPORT Tbk,"HALIM MITRADANA INTERNASIONAL, PT",CP,L,,INDONESIA,12.619000000000,0,12.619000000000,"3.0,61"
02-27-26,LRNA,EKA SARI LORENA TRANSPORT Tbk,JACKY LEE,ID,L,INDONESIAN,INDONESIA,9.9000000000,0,9.9000000000,"2.0,83"
02-27-26,LRNA,EKA SARI LORENA TRANSPORT Tbk,YAMIANDA ENDRA MANTIKA,ID,L,INDONESIAN,INDONESIA,9.6000000000,0,9.6000000000,"2.0,74"
02-27-26,LRNA,EKA SARI LORENA TRANSPORT Tbk,ADE FITRIYA SARI,ID,L,INDONESIAN,INDONESIA,8.728000000000,0,8.728000000000,"2.0,49"
02-27-26,LSIP,PP LONDON SUMATRA INDONESIA Tbk,PT SALIM IVOMAS PRATAMA TBK,CP,L,,INDONESIA,0,4.058.425.010,4.058.425.010,"59.0,51"
02-27-26,LSIP,PP LONDON SUMATRA INDONESIA Tbk,DJS KETENAGAKERJAAN PROGRAM JAMINAN HARI TUA,IS,L,,INDONESIA,300.925000000000,0,300.925000000000,"4.0,41"
02-27-26,LSIP,PP LONDON SUMATRA INDONESIA Tbk,WINARNO TJAJADI,ID,L,INDONESIAN,INDONESIA,275.000000000,0,275.000000000,4.000003
02-27-26,LSIP,PP LONDON SUMATRA INDONESIA Tbk,PT TASPEN (PERSERO),IS,L,,INDONESIA,232.574000000000,0,232.574000000000,"3.0,41"
02-27-26,LSIP,PP LONDON SUMATRA INDONESIA Tbk,LO KHENG HONG. DRS,ID,L,INDONESIAN,INDONESIA,82.594000000000,0,82.594000000000,"0.0,21"
02-27-26,LTLS,LAUTAN LUAS Tbk,JPMCB NA RE-PT CATURKARSA MEGATUNGGAL,CP,L,,INDONESIA,300.000000000,582.864000000000,882.864000000000,"56.0,59"
02-27-26,LTLS,LAUTAN LUAS Tbk,"LAUTAN LUAS TBK, PT",CP,L,,INDONESIA,95.311000000000,0,95.311000000000,"6.0,11"
02-27-26,LTLS,LAUTAN LUAS Tbk,REAM PTE LTD,CP,A,,SINGAPORE,74.88000000000,0,74.88000000000,4.0000000
02-27-26,LTLS,LAUTAN LUAS Tbk,PT Lumbung Artakencana,CP,L,,INDONESIA,49.195000000000,0,49.195000000000,"3.0,15"
02-27-26,LTLS,LAUTAN LUAS Tbk,PT Alas Pusaka,CP,L,,INDONESIA,48.071000000000,0,48.071000000000,3.000008
02-27-26,LTLS,LAUTAN LUAS Tbk,GREAT VALLEY INVESTMENTS PTE LTD,CP,A,,SINGAPORE,46.5000000000,0,46.5000000000,"2.0,98"
02-27-26,LTLS,LAUTAN LUAS Tbk,KDOJ HOLDINGS PTE LTD,CP,A,,SINGAPORE,43.808000000000,0,43.808000000000,"2.0,81"
02-27-26,LTLS,LAUTAN LUAS Tbk,NOMURA SINGAPORE LIMITED,IB,A,,SINGAPORE,41.039000000000,0,41.039000000000,"2.0,63"
02-27-26,LTLS,LAUTAN LUAS Tbk,Teddy Jeffrey Katuari,ID,L,INDONESIAN,,39.096000000000,0,39.096000000000,"2.0,51"
02-27-26,LTLS,LAUTAN LUAS Tbk,Vonny Setiawaty,ID,L,INDONESIAN,,38.787000000000,0,38.787000000000,"2.0,49"
02-27-26,LTLS,LAUTAN LUAS Tbk,Mimy Sulianti,ID,L,INDONESIAN,INDONESIA,22.986000000000,0,22.986000000000,"1.0,47"
